Elapsed Time,Pressure,Density,Rate,Stage Number
119.267,319,13.55,4.8,4
119.283,312,13.54,5.1,4
119.3,312,13.52,5.1,4
119.317,312,13.51,5.1,4
119.333,280,13.49,6.4,4
119.35,280,13.48,6.4,4
119.367,153,13.47,6.2,4
119.383,153,13.46,6.2,4
119.4,51,13.48,5.8,4
119.417,51,13.49,5.8,4
119.433,51,13.51,5.8,4
119.45,35,13.52,5.8,4
119.467,35,13.54,5.8,4
119.483,35,13.56,5.8,4
119.5,35,13.57,5.7,4
119.517,35,13.59,5.7,4
119.533,34,13.6,5.6,4
119.55,34,13.62,5.6,4
119.567,34,13.62,5.6,4
119.583,33,13.63,5.6,4
119.6,33,13.64,5.6,4
119.617,33,13.67,5.5,4
119.633,33,13.69,5.5,4
119.65,32,13.71,5.5,4
119.667,32,13.74,5.5,4
119.683,32,13.76,5.5,4
119.7,31,13.79,5.4,4
119.717,31,13.81,5.4,4
119.733,31,13.83,5.4,4
119.75,31,13.86,5.3,4
119.767,31,13.87,5.3,4
119.783,30,13.88,5.3,4
119.8,30,13.88,5.3,4
119.817,30,13.89,5.3,4
119.833,30,13.9,5.3,4
119.85,30,13.91,5.3,4
119.867,31,13.93,5.2,4
119.883,31,13.95,5.2,4
119.9,31,13.97,5.2,4
119.917,30,13.98,5.2,4
119.933,30,14,5.2,4
119.95,29,14.02,5.2,4
119.967,29,14.03,5.2,4
119.983,29,14.05,5.1,4
120,29,14.07,5.1,4
120.017,29,14.09,5.1,4
120.033,21,14.1,0,4
120.05,21,14.11,0,4
120.067,-1,14.11,0,4
120.083,-1,14.11,0,4
120.1,-1,14.11,0,4
120.117,-1,14.11,0,4
120.133,-1,14.11,0,4
120.15,-1,14.11,0,4
120.167,-1,14.11,0,4
120.183,-1,14.11,0,4
120.2,-1,14.11,0,4
120.217,-1,14.11,0,4
120.233,-1,14.11,0,4
120.25,-1,14.11,0,4
120.267,-1,14.11,0,4
120.283,-1,14.11,0,4
120.3,-1,14.11,0,4
120.317,-1,14.11,0,4
120.333,-1,14.11,0,4
120.35,-1,14.11,0,4
120.367,-1,14.11,3.2,4
120.383,-1,14.11,3.2,4
120.4,41,14.11,2,4
120.417,41,14.11,2,4
120.433,41,14.11,2,4
120.45,72,14.11,2.5,4
120.467,72,14.1,2.5,4
120.483,78,14.1,2.5,4
120.5,78,14.09,2.5,4
120.517,78,14.09,2.5,4
120.533,85,14.1,2.5,4
120.55,85,14.1,2.5,4
120.567,87,14.11,2.5,4
120.583,87,14.11,2.5,4
120.6,87,14.11,2.5,4
120.617,90,14.1,2.5,4
120.633,90,14.09,2.5,4
120.65,96,14.08,2.5,4
120.667,96,14.06,2.5,4
120.683,96,14.05,2.5,4
120.7,94,14.03,2.5,4
120.717,94,14.02,2.5,4
120.733,94,14.01,2.5,4
120.75,99,13.99,2.5,4
120.767,99,13.98,2.5,4
120.783,102,13.96,2.5,4
120.8,102,13.95,2.5,4
120.817,102,13.94,2.5,4
120.833,98,13.92,2.5,4
120.85,98,13.91,2.5,4
120.867,98,13.89,2.5,4
120.883,98,13.88,2.5,4
120.9,98,13.87,2.5,4
120.917,95,13.85,2.5,4
120.933,95,13.84,2.5,4
120.95,90,13.82,2.5,4
120.967,90,13.81,2.5,4
120.983,90,13.8,2.5,4
121,89,13.78,2.5,4
121.017,89,13.77,2.5,4
121.033,82,13.75,2.5,4
121.05,82,13.74,2.5,4
121.067,82,13.74,2.5,4
121.083,78,13.74,2.5,4
121.1,78,13.74,2.5,4
121.117,77,13.73,2.5,4
121.133,77,13.73,2.5,4
121.15,77,13.72,2.5,4
121.167,70,13.72,2.5,4
121.183,70,13.71,2.5,4
121.2,69,13.71,2.5,4
121.217,69,13.71,2.5,4
121.233,69,13.71,2.5,4
121.25,69,13.71,2.5,4
121.267,69,13.71,2.5,4
121.283,64,13.71,2.5,4
121.3,64,13.72,2.5,4
121.317,64,13.72,2.5,4
121.333,64,13.73,2.5,4
121.35,64,13.73,2.5,4
121.367,59,13.73,2.9,4
121.383,59,13.74,2.9,4
121.4,59,13.74,2.9,4
121.417,41,13.75,5.4,4
121.433,41,13.75,5.4,4
121.45,29,13.77,0,4
121.467,29,13.79,0,4
121.483,29,13.8,0,4
121.5,0,13.83,0,4
121.517,0,13.85,0,4
121.533,-1,13.87,0,4
121.55,-1,13.9,0,4
121.567,-1,13.92,0,4
121.583,-1,13.94,0,4
121.6,-1,13.97,0,4
121.617,-1,13.99,0,4
121.633,-1,14.01,0,4
121.65,-1,14.03,0,4
121.667,-1,14.04,0,4
121.683,-1,14.05,0,4
121.7,-1,14.05,0,4
121.717,-1,14.06,0,4
121.733,-1,14.07,0,4
121.75,-1,14.08,0,4
121.767,-1,14.09,0,4
121.783,-1,14.09,0,4
121.8,-1,14.09,0,4
121.817,-1,14.08,0,4
121.833,-1,14.08,0,4
121.85,-1,14.08,0,4
121.867,-1,14.08,0,4
121.883,-1,14.08,0,4
121.9,-1,14.08,0,4
121.917,-1,14.08,0,4
121.933,-1,14.08,0,4
121.95,-1,14.08,0,4
121.967,-1,14.08,0,4
121.983,-1,14.09,0,4
122,-1,14.09,0,4
122.017,-1,14.09,0,4
122.033,-1,14.09,0,4
122.05,-1,14.1,0,4
122.067,-1,14.1,0,4
122.083,-1,14.1,0,4
122.1,-1,14.1,0,4
122.117,-1,14.1,0,4
122.133,-1,14.1,0,4
122.15,-1,14.1,0,4
122.167,-1,14.1,0,4
122.183,-1,14.1,0,4
122.2,-1,14.11,0,4
122.217,-1,14.11,0,4
122.233,-1,14.1,0,4
122.25,-1,14.1,0,4
122.267,-1,14.1,0,4
122.283,-1,14.09,0,4
122.3,-1,14.09,0,4
122.317,-1,14.09,0,4
122.333,-1,14.09,0,4
122.35,-1,14.09,0,4
122.367,-1,14.09,0,4
122.383,-1,14.09,0,4
122.4,-1,14.09,0,4
122.417,-1,14.09,0,4
122.433,-1,14.09,0,4
122.45,-1,14.09,0,4
122.467,-1,14.09,0,4
122.483,-1,14.08,0,4
122.5,-1,14.08,0,4
122.517,-1,14.08,0,4
122.533,-1,14.08,0,4
122.55,-1,14.08,0,4
122.567,-1,14.08,0,4
122.583,-1,14.08,0,4
122.6,-1,14.07,0,4
122.617,-1,14.07,0,4
122.633,-1,14.07,0,4
122.65,-1,14.06,0,4
122.667,-1,14.06,0,4
122.683,-1,14.06,0,4
122.7,-1,14.05,0,4
122.717,-1,14.05,0,4
122.733,-1,14.05,0,4
122.75,-1,14.04,0,4
122.767,-1,14.04,0,4
122.783,-1,14.03,0,4
122.8,-1,14.03,0,4
122.817,-1,14.03,0,4
122.833,-1,14.03,0,4
122.85,-1,14.03,0,4
122.867,-1,14.03,0,4
122.883,-1,14.03,0,4
122.9,-1,14.04,0,4
122.917,-1,14.04,0,4
122.933,-1,14.05,0,4
122.95,-1,14.06,0,4
122.967,-1,14.06,0,4
122.983,-1,14.07,0,4
123,-1,14.08,0,4
123.017,-1,14.09,0,4
123.033,-1,14.1,0,4
123.05,-1,14.11,0,4
123.067,-1,14.13,0,4
123.083,-1,14.14,0,4
123.1,-1,14.16,0,4
123.117,-1,14.17,0,4
123.133,-1,14.19,0,4
123.15,-1,14.2,0,4
123.167,-1,14.22,0,4
123.183,-1,14.24,0,4
123.2,-1,14.25,0,4
123.217,-1,14.27,0,4
123.233,-1,14.28,0,4
123.25,-1,14.3,0,4
123.267,-1,14.31,0,4
123.283,-1,14.33,0,4
123.3,-1,14.34,0,4
123.317,-1,14.34,0,4
123.333,-1,14.34,0,4
123.35,-1,14.32,0,4
123.367,-1,14.31,0,4
123.383,-1,14.29,0,4
123.4,-1,14.27,0,4
123.417,-1,14.25,0,4
123.433,-1,14.23,0,4
123.45,-1,14.21,0,4
123.467,-1,14.19,0,4
123.483,-1,14.16,0,4
123.5,-1,14.14,0,4
123.517,-1,14.11,0,4
123.533,-1,14.08,0,4
123.55,-1,14.05,0,4
123.567,-1,14.03,0,4
123.583,-1,14,0,4
123.6,-1,13.98,4.2,4
123.617,-1,13.98,4.2,4
123.633,-1,13.98,4.2,4
123.65,19,13.98,1.8,4
123.667,19,13.98,1.8,4
123.683,69,13.97,2.4,4
123.7,69,13.97,2.4,4
123.717,69,13.97,2.4,4
123.733,73,13.97,2.5,4
123.75,73,13.97,2.5,4
123.767,71,13.97,2.5,4
123.783,71,13.98,2.5,4
123.8,71,13.99,2.5,4
123.817,72,14,2.5,4
123.833,72,14.01,2.5,4
123.85,69,14.01,2.5,4
123.867,69,14,2.5,4
123.883,69,14,2.5,4
123.9,70,13.99,2.5,4
123.917,70,13.98,2.5,4
123.933,70,13.97,2.5,4
123.95,72,13.96,2.5,4
123.967,72,13.94,2.5,4
123.983,69,13.92,2.5,4
124,69,13.9,2.5,4
124.017,69,13.89,2.5,4
124.033,71,13.87,2.5,4
124.05,71,13.85,2.5,4
124.067,71,13.85,2.5,4
124.083,71,13.85,2.5,4
124.1,71,13.85,2.5,4
124.117,69,13.85,2.5,4
124.133,69,13.85,2.5,4
124.15,70,13.85,2.5,4
124.167,70,13.85,2.5,4
124.183,70,13.85,2.5,4
124.2,64,13.85,2.5,4
124.217,64,13.85,2.5,4
124.233,62,13.85,2.5,4
124.25,62,13.85,2.5,4
124.267,62,13.85,2.5,4
124.283,63,13.85,2.5,4
124.3,63,13.85,2.5,4
124.317,59,13.84,2.5,4
124.333,59,13.84,2.5,4
124.35,59,13.83,2.5,4
124.367,59,13.83,2.5,4
124.383,59,13.82,2.5,4
124.4,59,13.81,2.5,4
124.417,60,13.81,2.5,4
124.433,60,13.8,2.5,4
124.45,56,13.8,2.5,4
124.467,56,13.79,2.5,4
124.483,58,13.79,2.5,4
124.5,58,13.78,2.5,4
124.517,58,13.78,2.5,4
124.533,57,13.77,2.5,4
124.55,57,13.77,2.5,4
124.567,57,13.76,2.5,4
124.583,55,13.76,2.5,4
124.6,55,13.75,2.5,4
124.617,58,13.74,2.5,4
124.633,58,13.73,2.5,4
124.65,58,13.72,2.5,4
124.667,56,13.71,2.5,4
124.683,56,13.7,2.5,4
124.7,56,13.68,2.5,4
124.717,56,13.66,2.5,4
124.733,56,13.64,2.5,4
124.75,58,13.65,2.5,4
124.767,58,13.65,2.5,4
124.783,55,13.67,0,4
124.8,55,13.69,0,4
124.817,55,13.71,0,4
124.833,38,13.75,0,4
124.85,38,13.78,0,4
124.867,23,13.81,4.8,4
124.883,23,13.85,4.8,4
124.9,23,13.89,4.8,4
124.917,44,13.92,2.6,4
124.933,44,13.96,2.6,4
124.95,69,14,2.5,4
124.967,69,14.03,2.5,4
124.983,69,14.07,2.5,4
125,81,14.11,2.5,4
125.017,81,14.14,2.5,4
125.033,140,14.15,3.5,4
125.05,140,14.16,3.5,4
125.067,140,14.17,3.5,4
125.083,176,14.18,3.6,4
125.1,176,14.19,3.6,4
125.117,184,14.18,3.6,4
125.133,184,14.17,3.6,4
125.15,184,14.17,3.6,4
125.167,196,14.16,3.6,4
125.183,196,14.15,3.6,4
125.2,191,14.14,3.6,4
125.217,191,14.13,3.6,4
125.233,191,14.11,3.6,4
125.25,194,14.09,3.6,4
125.267,194,14.07,3.6,4
125.283,193,14.05,3.6,4
125.3,193,14.03,3.6,4
125.317,193,14,3.6,4
125.333,250,13.98,3.9,4
125.35,250,13.96,3.9,4
125.367,250,13.94,3.9,4
125.383,326,13.91,4.8,4
125.4,326,13.89,4.8,4
125.417,335,13.86,4.8,4
125.433,335,13.84,4.8,4
125.45,335,13.81,4.8,4
125.467,328,13.78,4.8,4
125.483,328,13.76,4.8,4
125.5,319,13.73,4.8,4
125.517,319,13.71,4.8,4
125.533,319,13.68,4.8,4
125.55,311,13.66,4.8,4
125.567,311,13.63,4.8,4
125.583,302,13.61,0,4
125.6,302,13.58,0,4
125.617,302,13.57,0,4
125.633,144,13.56,0,4
125.65,144,13.56,0,4
125.667,-1,13.55,0,4
125.683,-1,13.55,0,4
125.7,-1,13.54,0,4
125.717,-1,13.55,0,4
125.733,-1,13.55,0,4
125.75,-1,13.56,0,4
125.767,-1,13.58,0,4
125.783,-1,13.59,0,4
125.8,-1,13.61,0,4
125.817,-1,13.62,0,4
125.833,-1,13.64,0,4
125.85,-1,13.66,0,4
125.867,-1,13.68,0,4
125.883,-1,13.7,0,4
125.9,-1,13.72,0,4
125.917,-1,13.75,5.2,4
125.933,-1,13.78,5.2,4
125.95,-1,13.81,5.2,4
125.967,133,13.85,5.9,4
125.983,133,13.89,5.9,4
126,289,13.94,4.8,4
126.017,289,13.99,4.8,4
126.033,289,14.04,4.8,4
126.05,314,14.09,4.8,4
126.067,314,14.14,4.8,4
126.083,333,14.19,4.8,4
126.1,333,14.24,4.8,4
126.117,333,14.29,4.8,4
126.133,352,14.34,4.8,4
126.15,352,14.39,4.8,4
126.167,372,14.41,4.8,4
126.183,372,14.41,4.8,4
126.2,372,14.41,4.8,4
126.217,390,14.4,4.8,4
126.233,390,14.39,4.8,4
126.25,398,14.37,4.8,4
126.267,398,14.34,4.8,4
126.283,398,14.32,4.8,4
126.3,402,14.28,4.8,4
126.317,402,14.24,4.8,4
126.333,402,14.19,4.8,4
126.35,405,14.15,4.8,4
126.367,405,14.1,4.8,4
126.383,400,14.04,4.8,4
126.4,400,13.98,4.8,4
126.417,400,13.92,4.8,4
126.433,387,13.86,4.8,4
126.45,387,13.8,4.8,4
126.467,370,13.74,4.8,4
126.483,370,13.68,4.8,4
126.5,370,13.68,4.8,4
126.517,351,13.68,4.8,4
126.533,351,13.68,4.8,4
126.55,307,13.68,4.8,4
126.567,307,13.67,4.8,4
126.583,307,13.67,4.8,4
126.6,235,13.66,3.8,4
126.617,235,13.66,3.8,4
126.633,170,13.65,3.6,4
126.65,170,13.64,3.6,4
126.667,170,13.63,3.6,4
126.683,74,13.62,0,4
126.7,74,13.61,0,4
126.717,-1,13.6,0,4
126.733,-1,13.59,0,4
126.75,-1,13.58,0,4
126.767,-1,13.6,0,4
126.783,-1,13.61,0,4
126.8,-1,13.64,0,4
126.817,-1,13.67,0,4
126.833,-1,13.7,0,4
126.85,-1,13.73,0,4
126.867,-1,13.77,0,4
126.883,-1,13.81,0,4
126.9,-1,13.85,0,4
126.917,-1,13.9,0,4
126.933,-1,13.94,0,4
126.95,-1,13.98,0,4
126.967,-1,14.02,0,4
126.983,-1,14.06,0,4
127,-1,14.11,0,4
127.017,-1,14.15,0,4
127.033,-1,14.19,0,4
127.05,-1,14.23,0,4
127.067,-1,14.26,0,4
127.083,-1,14.26,0,4
127.1,-1,14.26,0,4
127.117,-1,14.26,0,4
127.133,-1,14.25,0,4
127.15,-1,14.25,0,4
127.167,-1,14.25,0,4
127.183,-1,14.24,0,4
127.2,-1,14.22,0,4
127.217,-1,14.21,0,4
127.233,-1,14.2,0,4
127.25,-1,14.19,0,4
127.267,-1,14.19,4.3,4
127.283,-1,14.19,4.3,4
127.3,21,14.19,2,4
127.317,21,14.19,2,4
127.333,21,14.2,2,4
127.35,49,14.19,2.3,4
127.367,49,14.19,2.3,4
127.383,52,14.19,2.3,4
127.4,52,14.2,2.3,4
127.417,52,14.2,2.3,4
127.433,52,14.2,2.2,4
127.45,52,14.19,2.2,4
127.467,52,14.2,2.2,4
127.483,52,14.2,2.2,4
127.5,52,14.2,2.2,4
127.517,52,14.2,2.2,4
127.533,52,14.2,2.2,4
127.55,52,14.2,2.2,4
127.567,53,14.19,2.2,4
127.583,53,14.19,2.2,4
127.6,74,14.18,2.4,4
127.617,74,14.17,2.4,4
127.633,74,14.17,2.4,4
127.65,132,14.16,3.5,4
127.667,132,14.15,3.5,4
127.683,186,14.14,3.6,4
127.7,186,14.13,3.6,4
127.717,186,14.13,3.6,4
127.733,194,14.12,3.6,4
127.75,194,14.11,3.6,4
127.767,201,14.1,3.6,4
127.783,201,14.1,3.6,4
127.8,201,14.1,3.6,4
127.817,203,14.09,3.6,4
127.833,203,14.08,3.6,4
127.85,201,14.07,3.6,4
127.867,201,14.05,3.6,4
127.883,201,14.04,3.6,4
127.9,206,14.02,3.6,4
127.917,206,14.01,3.6,4
127.933,198,13.99,3.7,4
127.95,198,13.97,3.7,4
127.967,198,13.96,3.7,4
127.983,197,13.94,3.7,4
128,197,13.92,3.7,4
128.017,197,13.9,3.7,4
128.033,193,13.88,3.7,4
128.05,193,13.87,3.7,4
128.067,184,13.85,3.7,4
128.083,184,13.83,3.7,4
128.1,184,13.81,3.7,4
128.117,185,13.8,3.7,4
128.133,185,13.78,3.7,4
128.15,178,13.76,3.7,4
128.167,178,13.74,3.7,4
128.183,178,13.73,3.7,4
128.2,179,13.72,3.7,4
128.217,179,13.7,3.7,4
128.233,180,13.68,3.7,4
128.25,180,13.65,3.7,4
128.267,180,13.63,3.7,4
128.283,168,13.6,0,4
128.3,168,13.58,0,4
128.317,83,13.56,0,4
128.333,83,13.53,0,4
128.35,83,13.52,0,4
128.367,-1,13.52,0,4
128.383,-1,13.52,0,4
128.4,-1,13.54,0,4
128.417,-1,13.55,0,4
128.433,-1,13.56,0,4
128.45,-1,13.59,0,4
128.467,-1,13.61,0,4
128.483,-1,13.65,0,4
128.5,-1,13.68,0,4
128.517,-1,13.72,0,4
128.533,-1,13.75,0,4
128.55,-1,13.79,0,4
128.567,-1,13.83,0,4
128.583,-1,13.86,0,4
128.6,-1,13.89,0,4
128.617,-1,13.9,4.8,4
128.633,-1,13.9,4.8,4
128.65,31,13.91,2.4,4
128.667,31,13.93,2.4,4
128.683,31,13.94,2.4,4
128.7,57,13.95,2.5,4
128.717,57,13.96,2.5,4
128.733,66,13.97,2.5,4
128.75,66,13.99,2.5,4
128.767,66,14,2.5,4
128.783,71,14,2.5,4
128.8,71,14,2.5,4
128.817,133,13.99,3.4,4
128.833,133,13.99,3.4,4
128.85,133,13.98,3.4,4
128.867,170,13.97,3.7,4
128.883,170,13.97,3.7,4
128.9,176,13.96,3.7,4
128.917,176,13.95,3.7,4
128.933,176,13.94,3.7,4
128.95,185,13.93,3.6,4
128.967,185,13.92,3.6,4
128.983,183,13.91,3.7,4
129,183,13.9,3.7,4
129.017,183,13.89,3.7,4
129.033,186,13.88,3.7,4
129.05,186,13.87,3.7,4
129.067,186,13.86,3.7,4
129.083,184,13.85,3.7,4
129.1,184,13.84,3.7,4
129.117,178,13.83,3.7,4
129.133,178,13.82,3.7,4
129.15,178,13.8,3.7,4
129.167,178,13.79,3.7,4
129.183,178,13.78,3.7,4
129.2,169,13.77,3.7,4
129.217,169,13.76,3.7,4
129.233,169,13.74,3.7,4
129.25,170,13.73,3.7,4
129.267,170,13.72,3.7,4
129.283,169,13.71,3.7,4
129.3,169,13.7,3.7,4
129.317,169,13.7,3.7,4
129.333,165,13.7,3.7,4
129.35,165,13.7,3.7,4
129.367,168,13.7,3.7,4
129.383,168,13.7,3.7,4
129.4,168,13.7,3.7,4
129.417,161,13.7,3.7,4
129.433,161,13.7,3.7,4
129.45,161,13.71,3.7,4
129.467,161,13.71,3.7,4
129.483,161,13.71,3.7,4
129.5,162,13.71,3.7,4
129.517,162,13.71,3.7,4
129.533,157,13.71,3.7,4
129.55,157,13.71,3.7,4
129.567,157,13.71,3.7,4
129.583,161,13.71,3.7,4
129.6,161,13.71,3.7,4
129.617,160,13.71,3.7,4
129.633,160,13.71,3.7,4
129.65,160,13.7,3.7,4
129.667,161,13.7,3.7,4
129.683,161,13.7,3.7,4
129.7,165,13.7,3.7,4
129.717,165,13.7,3.7,4
129.733,165,13.71,3.7,4
129.75,159,13.71,3.7,4
129.767,159,13.72,3.7,4
129.783,161,13.72,3.7,4
129.8,161,13.73,3.7,4
129.817,161,13.74,3.7,4
129.833,160,13.74,3.7,4
129.85,160,13.75,3.7,4
129.867,159,13.76,3.7,4
129.883,159,13.76,3.7,4
129.9,159,13.77,3.7,4
129.917,164,13.77,3.7,4
129.933,164,13.78,3.7,4
129.95,160,13.78,3.7,4
129.967,160,13.79,3.7,4
129.983,160,13.79,3.7,4
130,165,13.8,3.7,4
130.017,165,13.8,3.7,4
130.033,167,13.8,3.7,4
130.05,167,13.81,3.7,4
130.067,167,13.81,3.7,4
130.083,164,13.82,3.7,4
130.1,164,13.82,3.7,4
130.117,164,13.82,3.7,4
130.133,168,13.82,3.6,4
130.15,168,13.82,3.6,4
130.167,163,13.83,3.6,4
130.183,163,13.83,3.6,4
130.2,163,13.83,3.6,4
130.217,167,13.84,3.7,4
130.233,167,13.84,3.7,4
130.25,170,13.84,3.7,4
130.267,170,13.84,3.7,4
130.283,170,13.84,3.7,4
130.3,168,13.84,3.7,4
130.317,168,13.84,3.7,4
130.333,175,13.84,3.7,4
130.35,175,13.84,3.7,4
130.367,175,13.84,3.7,4
130.383,168,13.84,3.7,4
130.4,168,13.84,3.7,4
130.417,170,13.84,3.7,4
130.433,170,13.84,3.7,4
130.45,170,13.85,3.7,4
130.467,171,13.84,3.7,4
130.483,171,13.84,3.7,4
130.5,128,13.84,3.2,4
130.517,128,13.85,3.2,4
130.533,128,13.85,3.2,4
130.55,88,13.85,2.8,4
130.567,88,13.85,2.8,4
130.583,88,13.85,2.8,4
130.6,97,13.85,2.9,4
130.617,97,13.85,2.9,4
130.633,128,13.85,3.3,4
130.65,128,13.85,3.3,4
130.667,128,13.85,3.3,4
130.683,160,13.85,3.5,4
130.7,160,13.85,3.5,4
130.717,176,13.85,3.6,4
130.733,176,13.85,3.6,4
130.75,176,13.86,3.6,4
130.767,184,13.85,3.7,4
130.783,184,13.85,3.7,4
130.8,186,13.85,3.8,4
130.817,186,13.86,3.8,4
130.833,186,13.86,3.8,4
130.85,193,13.86,3.8,4
130.867,193,13.85,3.8,4
130.883,198,13.85,3.9,4
130.9,198,13.85,3.9,4
130.917,198,13.85,3.9,4
130.933,202,13.85,4,4
130.95,202,13.85,4,4
130.967,208,13.85,4,4
130.983,208,13.85,4,4
131,208,13.85,4,4
131.017,211,13.85,4,4
131.033,211,13.85,4,4
131.05,212,13.84,4,4
131.067,212,13.84,4,4
131.083,212,13.84,4,4
131.1,212,13.84,4,4
131.117,212,13.84,4,4
131.133,212,13.83,4,4
131.15,211,13.83,4,4
131.167,211,13.83,4,4
131.183,210,13.82,4,4
131.2,210,13.82,4,4
131.217,210,13.82,4,4
131.233,211,13.81,4,4
131.25,211,13.81,4,4
131.267,211,13.8,4,4
131.283,211,13.8,4,4
131.3,211,13.79,4,4
131.317,209,13.78,4,4
131.333,209,13.78,4,4
131.35,208,13.78,4,4
131.367,208,13.78,4,4
131.383,208,13.78,4,4
131.4,207,13.78,4,4
131.417,207,13.78,4,4
131.433,207,13.78,4,4
131.45,207,13.78,4,4
131.467,207,13.78,4,4
131.483,206,13.77,4,4
131.5,206,13.77,4,4
131.517,206,13.77,4,4
131.533,206,13.77,4,4
131.55,206,13.77,4,4
131.567,206,13.77,4,4
131.583,206,13.77,4,4
131.6,206,13.76,4,4
131.617,207,13.76,4,4
131.633,207,13.76,4,4
131.65,206,13.76,4,4
131.667,206,13.76,4,4
131.683,206,13.76,4,4
131.7,206,13.76,4,4
131.717,206,13.76,4,4
131.733,206,13.75,4,4
131.75,206,13.75,4,4
131.767,206,13.75,4,4
131.783,205,13.74,4,4
131.8,205,13.74,4,4
131.817,204,13.74,4,4
131.833,204,13.73,4,4
131.85,204,13.73,4,4
131.867,205,13.72,4,4
131.883,205,13.72,4,4
131.9,204,13.72,4,4
131.917,204,13.71,4,4
131.933,204,13.71,4,4
131.95,202,13.7,4,4
131.967,202,13.7,4,4
131.983,202,13.7,4,4
132,203,13.69,4,4
132.017,203,13.69,4,4
132.033,203,13.69,4,4
132.05,203,13.69,4,4
132.067,203,13.69,4,4
132.083,202,13.69,4,4
132.1,202,13.69,4,4
132.117,201,13.7,4,4
132.133,201,13.7,4,4
132.15,201,13.7,4,4
132.167,200,13.71,4,4
132.183,200,13.71,4,4
132.2,199,13.71,4,4
132.217,199,13.72,4,4
132.233,199,13.72,4,4
132.25,201,13.73,4,4
132.267,201,13.73,4,4
132.283,201,13.73,4,4
132.3,201,13.74,4,4
132.317,201,13.74,4,4
132.333,202,13.75,4,4
132.35,202,13.75,4,4
132.367,202,13.75,4,4
132.383,202,13.75,4,4
132.4,202,13.75,4,4
132.417,204,13.76,4,4
132.433,204,13.76,4,4
132.45,204,13.76,4,4
132.467,207,13.77,4.1,4
132.483,207,13.77,4.1,4
132.5,211,13.78,4.1,4
132.517,211,13.78,4.1,4
132.533,211,13.79,4.1,4
132.55,219,13.8,4.2,4
132.567,219,13.8,4.2,4
132.583,225,13.8,4.2,4
132.6,225,13.8,4.2,4
132.617,225,13.8,4.2,4
132.633,228,13.8,4.2,4
132.65,228,13.8,4.2,4
132.667,229,13.81,4.2,4
132.683,229,13.81,4.2,4
132.7,229,13.81,4.2,4
132.717,229,13.82,4.2,4
132.733,229,13.82,4.2,4
132.75,229,13.82,4.2,4
132.767,231,13.83,4.2,4
132.783,231,13.83,4.2,4
132.8,235,13.83,4.2,4
132.817,235,13.84,4.2,4
132.833,235,13.84,4.2,4
132.85,239,13.84,4.2,4
132.867,239,13.84,4.2,4
132.883,240,13.84,4.2,4
132.9,240,13.84,4.2,4
132.917,240,13.83,4.2,4
132.933,240,13.83,4.2,4
132.95,240,13.83,4.2,4
132.967,239,13.83,4.2,4
132.983,239,13.82,4.2,4
133,239,13.82,4.2,4
133.017,240,13.82,4.3,4
133.033,240,13.82,4.3,4
133.05,240,13.82,4.3,4
133.067,241,13.82,4.2,4
133.083,241,13.82,4.2,4
133.1,240,13.81,4.2,4
133.117,240,13.81,4.2,4
133.133,240,13.81,4.2,4
133.15,239,13.81,4.2,4
133.167,239,13.81,4.2,4
133.183,239,13.8,4.3,4
133.2,239,13.8,4.3,4
133.217,239,13.8,4.3,4
133.233,238,13.79,4.3,4
133.25,238,13.79,4.3,4
133.267,236,13.79,4.2,4
133.283,236,13.79,4.2,4
133.3,236,13.78,4.2,4
133.317,238,13.78,4.2,4
133.333,238,13.78,4.2,4
133.35,238,13.78,4.2,4
133.367,238,13.77,4.2,4
133.383,238,13.77,4.2,4
133.4,237,13.77,4.3,4
133.417,237,13.77,4.3,4
133.433,236,13.76,4.3,4
133.45,236,13.76,4.3,4
133.467,236,13.76,4.3,4
133.483,237,13.76,4.3,4
133.5,237,13.76,4.3,4
133.517,235,13.75,4.3,4
133.533,235,13.75,4.3,4
133.55,235,13.75,4.3,4
133.567,234,13.74,4.3,4
133.583,234,13.74,4.3,4
133.6,234,13.74,4.3,4
133.617,235,13.73,4.3,4
133.633,235,13.73,4.3,4
133.65,234,13.73,4.3,4
133.667,234,13.72,4.3,4
133.683,234,13.72,4.3,4
133.7,234,13.71,4.2,4
133.717,234,13.71,4.2,4
133.733,232,13.71,4.3,4
133.75,232,13.7,4.3,4
133.767,232,13.7,4.3,4
133.783,232,13.69,4.3,4
133.8,232,13.69,4.3,4
133.817,232,13.68,4.3,4
133.833,232,13.68,4.3,4
133.85,232,13.67,4.3,4
133.867,231,13.66,4.3,4
133.883,231,13.66,4.3,4
133.9,228,13.65,4.3,4
133.917,228,13.65,4.3,4
133.933,228,13.65,4.3,4
133.95,213,13.65,4.1,4
133.967,213,13.64,4.1,4
133.983,176,13.64,0,4
134,176,13.63,0,4
134.017,176,13.62,0,4
134.033,41,13.62,0,4
134.05,41,13.63,0,4
134.067,-1,13.65,0,4
134.083,-1,13.67,0,4
134.1,-1,13.69,0,4
134.117,-1,13.72,0,4
134.133,-1,13.74,0,4
134.15,-1,13.77,0,4
134.167,-1,13.8,0,4
134.183,-1,13.83,0,4
134.2,-1,13.86,0,4
134.217,-1,13.89,0,4
134.233,-1,13.92,0,4
134.25,-1,13.95,0,4
134.267,-1,13.98,0,4
134.283,-1,14.01,0,4
134.3,-1,14.04,0,4
134.317,-1,14.06,0,4
134.333,-1,14.09,0,4
